ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio
1104,6,120,Baby,Söigling,alt,M,Frauenfeld TG,TG04,HIGZ,120_Baby_Söigling_alt_M_Frauenfeld_TG04_HIGZ.wav
1105,10,236,Fenster,än,alt,M,Burgdorf BE,BE07,SXMH,236_Fenster_än_alt_M_Burgdorf_BE07_SXMH.wav
1106,13,266,"tragen, getragen","trääge, trääge(t)",alt,W,Appenzell AI,AI01,SSZQ,"266_tragen, getragen_trääge, trääge(t)_alt_W_Appenzell_AI01_SSZQ.wav"
1107,21,354,Dankeserwiderung,"'Bitte, gern geschehen'",jung,W,Glarus GL,GL02,HXHY,"354_Dankeserwiderung_'Bitte, gern geschehen'_jung_W_Glarus_GL02_HXHY.wav"
1108,5,96,Brotanschnitt,Gruschta Gruschtji±,alt,W,St. Niklaus VS,VS08,CGIB,096_Brotanschnitt_Gruschta Gruschtji±_alt_W_St. Niklaus_VS08_CGIB.wav
1109,0,362,Vergleichstext,Lesesprache,alt,W,Bauma + Saland ZH,ZH01,JTPS,362_Vergleichstext_Lesesprache_alt_W_Bauma + Saland_ZH01_JTPS.wav
1110,5,100,Bonbon,(Zucker-)Bol(l)e,jung,M,Ebnat-Kappel SG,SG02,IPJN,100_Bonbon_(Zucker-)Bol(l)e_jung_M_Ebnat-Kappel_SG02_IPJN.wav
1111,14,282,"Fliege, Sonne, Kerze, Brücke","Fliege, Sonn, Kerze, Brück",alt,M oder W,Verschiedene Orte Ve,Verschiedene Kantone,Verschiedene Personen,"282_Fliege, Sonne, Kerze, Brücke_Fliege, Sonn, Kerze, Brück_alt_M oder W_Verschiedene Orte_Verschiedene Kantone_Verschiedene Personen.wav"
1112,9,180,bauen,üu,alt,W,Reckingen VS,VS04,KDYB,180_bauen_üu_alt_W_Reckingen_VS04_KDYB.wav
1113,9,162,Abend (Vokal),ou,alt,W,Mels SG,SG06,PCJF,162_Abend (Vokal)_ou_alt_W_Mels_SG06_PCJF.wav
1114,10,232,finden,nn,alt,M,St. Niklaus VS,VS08,BRXK,232_finden_nn_alt_M_St. Niklaus_VS08_BRXK.wav
1115,10,236,Fenster,ean,alt,W,Diepoldsau SG,SG01,FNGR,236_Fenster_ean_alt_W_Diepoldsau_SG01_FNGR.wav
1116,0,362,Vergleichstext,Lesesprache,alt,W,Langenthal BE,BE14,NWTU,362_Vergleichstext_Lesesprache_alt_W_Langenthal_BE14_NWTU.wav
1117,10,224,Himmel (l-Vokalisierung),Him(m)el,alt,W,Fischingen TG,TG03,FPFX,224_Himmel (l-Vokalisierung)_Him(m)el_alt_W_Fischingen_TG03_FPFX.wav
1117,10,224,Himmel (l-Vokalisierung),Him(m)el,alt,W,Fischingen TG,TG03,FPFX,224_Himmel (l-Vokalisierung)_Him(m)el_alt_W_Fischingen_TG03_FPFX.wav
1118,0,362,Vergleichstext,Lesesprache,jung,M,Igis GR,GR04,HVLO,362_Vergleichstext_Lesesprache_jung_M_Igis_GR04_HVLO.wav
1119,7,128,Kuss,Müntsi,alt,M,Düdingen FR,FR01,MQDQ,128_Kuss_Müntsi_alt_M_Düdingen_FR01_MQDQ.wav
1120,17,304,"zwei Männer, Frauen, Kinder",zwei Formen in anderer Verteilung,alt,W,Mels SG,SG06,PCJF,"304_zwei Männer, Frauen, Kinder_zwei Formen in anderer Verteilung_alt_W_Mels_SG06_PCJF.wav"
1121,3,46,Küken,Güggeli,alt,M,Vättis SG,SG11,AYBA,046_Küken_Güggeli_alt_M_Vättis_SG11_AYBA.wav
1122,13,266,"tragen, getragen","traage, traage",jung,M,Saanen-Gstaad BE,BE20,FALC,"266_tragen, getragen_traage, traage_jung_M_Saanen-Gstaad_BE20_FALC.wav"
1123,0,362,Vergleichstext,Lesesprache,jung,M,Innerthal SZ,SZ02,BHGY,362_Vergleichstext_Lesesprache_jung_M_Innerthal_SZ02_BHGY.wav
1124,13,264,sein (Plural),seand seand seand,jung,W,Oberriet SG,SG07,EXRW,264_sein (Plural)_seand seand seand_jung_W_Oberriet_SG07_EXRW.wav
1125,13,266,"tragen, getragen","trääge, trääge",alt,M,Appenzell AI,AI01,VJUZ,"266_tragen, getragen_trääge, trääge_alt_M_Appenzell_AI01_VJUZ.wav"
1126,7,130,Ohrfeige,Fläre,alt,W,Rafz ZH,ZH05,IJQQ,130_Ohrfeige_Fläre_alt_W_Rafz_ZH05_IJQQ.wav
1127,16,298,ich,i bi(n),alt,W,Burgdorf BE,BE07,FTDY,298_ich_i bi(n)_alt_W_Burgdorf_BE07_FTDY.wav
1128,10,238,Zins,ii,jung,M,Grindelwald BE,BE10,FQAF,238_Zins_ii_jung_M_Grindelwald_BE10_FQAF.wav
1129,16,298,ich,ich bi(n) ich pi(n),alt,M,Winterthur ZH,ZH06,RATN,298_ich_ich bi(n) ich pi(n)_alt_M_Winterthur_ZH06_RATN.wav
1130,10,225,Strääl,Strääu,alt,W,Münchenbuchsee BE,BE18,CYKL,225_Strääl_Strääu_alt_W_Münchenbuchsee_BE18_CYKL.wav
1130,10,225,Strääl,Strääu,alt,W,Münchenbuchsee BE,BE18,CYKL,225_Strääl_Strääu_alt_W_Münchenbuchsee_BE18_CYKL.wav
1131,0,362,Vergleichstext,Lesesprache,alt,W,Huttwil BE,BE11,HWOL,362_Vergleichstext_Lesesprache_alt_W_Huttwil_BE11_HWOL.wav
1132,7,124,Glasmurmeln,Glürri,alt,M,Avers GR,GR11,TUSZ,124_Glasmurmeln_Glürri_alt_M_Avers_GR11_TUSZ.wav
1133,0,362,Vergleichstext,Lesesprache,jung,W,Ebnat-Kappel SG,SG02,GPAK,362_Vergleichstext_Lesesprache_jung_W_Ebnat-Kappel_SG02_GPAK.wav
1134,10,220,Himmel (Geminate),m,alt,M,Sumiswald BE,BE22,EYLY,220_Himmel (Geminate)_m_alt_M_Sumiswald_BE22_EYLY.wav
1135,10,212,Kind,kh,jung,W,Chur + Masans GR,GR01,XSVA,212_Kind_kh_jung_W_Chur + Masans_GR01_XSVA.wav
1136,9,166,Käse,ei,jung,M,Mels SG,SG06,ASHR,166_Käse_ei_jung_M_Mels_SG06_ASHR.wav
1137,3,44,Hahn,Gügel,alt,W,Teufen AR,AR02,UGBP,044_Hahn_Gügel_alt_W_Teufen_AR02_UGBP.wav
1138,3,46,Küken,Fückli,alt,M,Eschenbach SG,SG03,QBYH,046_Küken_Fückli_alt_M_Eschenbach_SG03_QBYH.wav
1139,13,270,bekommen,i überchume,jung,W,Interlaken Unterseen BE,BE24,LOFY,270_bekommen_i überchume_jung_W_Interlaken Unterseen_BE24_LOFY.wav
1140,10,238,Zins,ii,alt,W,Altdorf UR,UR01,BJAD,238_Zins_ii_alt_W_Altdorf_UR01_BJAD.wav
1141,9,162,Abend (Vokal),aa,jung,W,Blumenstein BE,BE05,FPKO,162_Abend (Vokal)_aa_jung_W_Blumenstein_BE05_FPKO.wav
1142,0,362,Vergleichstext,Lesesprache,alt,M,Unterschächen UR,UR03,UDXP,362_Vergleichstext_Lesesprache_alt_M_Unterschächen_UR03_UDXP.wav
1143,5,100,Bonbon,Gu(u)zli,jung,M,Mels SG,SG06,ASHR,100_Bonbon_Gu(u)zli_jung_M_Mels_SG06_ASHR.wav
1144,0,362,Vergleichstext,Lesesprache,alt,W,Herisau AR,AR01,BCMG,362_Vergleichstext_Lesesprache_alt_W_Herisau_AR01_BCMG.wav
1145,9,192,heuen,oi oü,alt,W,Spreitenbach AG,AG09,TNUQ,192_heuen_oi oü_alt_W_Spreitenbach_AG09_TNUQ.wav
1146,9,162,Abend (Vokal),oo,jung,W,Gelterkinden BL,BL02,OWGL,162_Abend (Vokal)_oo_jung_W_Gelterkinden_BL02_OWGL.wav
1147,7,128,Kuss,Muntsi,jung,W,Visp VS,VS10,OHPG,128_Kuss_Muntsi_jung_W_Visp_VS10_OHPG.wav
1148,0,362,Vergleichstext,Lesesprache,alt,M,Jaun FR,FR04,MRDQ,362_Vergleichstext_Lesesprache_alt_M_Jaun_FR04_MRDQ.wav
1149,6,108,Sommersprossen,Loubfläcke,alt,M,Spiez Faulensee BE,BE08,EECM,108_Sommersprossen_Loubfläcke_alt_M_Spiez Faulensee_BE08_EECM.wav
1150,13,264,sein (Plural),si(n) sit si(n),jung,M,Burgdorf BE,BE07,KEOY,264_sein (Plural)_si(n) sit si(n)_jung_M_Burgdorf_BE07_KEOY.wav
1151,6,116,Schnupfen,Pfnüsel,jung,W,Frauenfeld TG,TG04,ZUYN,116_Schnupfen_Pfnüsel_jung_W_Frauenfeld_TG04_ZUYN.wav
1152,17,320,Tunnel,der,alt,M,Konolfingen BE,BE13,XNEG,320_Tunnel_der_alt_M_Konolfingen_BE13_XNEG.wav
1153,3,46,Küken,Henn(el)i,jung,M,Ernen VS,VS02,SBMK,046_Küken_Henn(el)i_jung_M_Ernen_VS02_SBMK.wav
1154,9,154,Schlitten,ì–e,alt,M,Zweisimmen BE,BE25,TUSD,154_Schlitten_ì–e_alt_M_Zweisimmen_BE25_TUSD.wav
1155,14,284,Hündchen,Hündeli,alt,W,Willisau LU,LU06,CWHJ,284_Hündchen_Hündeli_alt_W_Willisau_LU06_CWHJ.wav
1156,5,100,Bonbon,Bonggi,jung,W,Turtmann VS,VS09,IGVA,100_Bonbon_Bonggi_jung_W_Turtmann_VS09_IGVA.wav
1157,4,70,Zaun,Zuun,alt,W,Sumiswald BE,BE22,BBCP,070_Zaun_Zuun_alt_W_Sumiswald_BE22_BBCP.wav
1158,4,80,Kochschürze,Schöibe,alt,M,Langnau BE,BE15,NFNF,080_Kochschürze_Schöibe_alt_M_Langnau_BE15_NFNF.wav
1159,3,54,Biene,Bieni,jung,W,Murten FR,FR05,GBTH,054_Biene_Bieni_jung_W_Murten_FR05_GBTH.wav
1160,5,82,Überrest eines Apfels,Giegi,alt,M,Aesch BL,BL01,ZFDB,082_Überrest eines Apfels_Giegi_alt_M_Aesch_BL01_ZFDB.wav
1161,10,230,Darm,re,alt,M,Brig + Ried VS,VS03,TYEY,230_Darm_re_alt_M_Brig + Ried_VS03_TYEY.wav
1162,20,342,Grussformeln (nachmittags),Schöne Nomittag,alt,W,Möhlin AG,AG08,JKBX,342_Grussformeln (nachmittags)_Schöne Nomittag_alt_W_Möhlin_AG08_JKBX.wav
1163,7,132,kneifen,chlömme,alt,W,Bettlach SO,SO01,BWVF,132_kneifen_chlömme_alt_W_Bettlach_SO01_BWVF.wav
1164,4,80,Kochschürze,Vorschooss±,alt,M,Blatten VS,VS01,ALGD,080_Kochschürze_Vorschooss±_alt_M_Blatten_VS01_ALGD.wav
1165,4,80,Kochschürze,Schü(ü)be,jung,M,Weggis LU,LU05,OGPV,080_Kochschürze_Schü(ü)be_jung_M_Weggis_LU05_OGPV.wav
1166,2,32,etwas,äppus,alt,W,Bosco Gurin TI,TI01,GJCI,032_etwas_äppus_alt_W_Bosco Gurin_TI01_GJCI.wav
1167,9,180,bauen,üüw,jung,M,Unterschächen UR,UR03,VMXT,180_bauen_üüw_jung_M_Unterschächen_UR03_VMXT.wav
1168,4,78,Sofa,Kanabett,alt,M,Ernen VS,VS02,OPGH,078_Sofa_Kanabett_alt_M_Ernen_VS02_OPGH.wav
1169,3,58,Schmetterling,Summervogel,jung,W,Bremgarten + Widen + Zufikon AG,AG02,NGPR,058_Schmetterling_Summervogel_jung_W_Bremgarten + Widen + Zufikon_AG02_NGPR.wav
1170,0,362,Vergleichstext,Lesesprache,jung,W,Davos-Frauenkirch GR,GR03,OEZX,362_Vergleichstext_Lesesprache_jung_W_Davos-Frauenkirch_GR03_OEZX.wav
1171,4,66,Pfütze,Gumpi,alt,M,Reigoldswil BL,BL05,BPSH,066_Pfütze_Gumpi_alt_M_Reigoldswil_BL05_BPSH.wav
1172,9,206,Brille,Brülle,jung,M,Zürich ZH,ZH07,BHXO,206_Brille_Brülle_jung_M_Zürich_ZH07_BHXO.wav
1173,2,30,nichts,nit,alt,W,Hospental UR,UR02,DNVV,030_nichts_nit_alt_W_Hospental_UR02_DNVV.wav
1174,14,280,Postauto Plural,Poschtautos±,alt,W,Blumenstein BE,BE05,TFBR,280_Postauto Plural_Poschtautos±_alt_W_Blumenstein_BE05_TFBR.wav
1175,14,288,Spitznamen,der Lükel,jung,M,Adelboden BE,BE02,GIQG,288_Spitznamen_der Lükel_jung_M_Adelboden_BE02_GIQG.wav
1176,11,244,Kiosk,KIosk,jung,M,Burgdorf BE,BE07,GZMD,244_Kiosk_KIosk_jung_M_Burgdorf_BE07_GZMD.wav
1177,10,216,Eis (Konsonant),sch,jung,M,Brig + Ried VS,VS03,TFRP,216_Eis (Konsonant)_sch_jung_M_Brig + Ried_VS03_TFRP.wav
1178,9,194,vier,ìè,jung,W,Ernen VS,VS02,JVOT,194_vier_ìè_jung_W_Ernen_VS02_JVOT.wav
1179,13,264,sein (Plural),sönd sönd sönd,jung,M,Appenzell AI,AI01,VRST,264_sein (Plural)_sönd sönd sönd_jung_M_Appenzell_AI01_VRST.wav
1180,17,312,Tee,der,alt,W,Fischingen TG,TG03,FPFX,312_Tee_der_alt_W_Fischingen_TG03_FPFX.wav
1181,4,72,schaukeln,gireit(l)e,alt,M,Bülach ZH,ZH02,AWQT,072_schaukeln_gireit(l)e_alt_M_Bülach_ZH02_AWQT.wav
1182,0,362,Vergleichstext,Lesesprache,jung,W,Basel BS,BS01,DSIC,362_Vergleichstext_Lesesprache_jung_W_Basel_BS01_DSIC.wav
1183,0,362,Vergleichstext,Lesesprache,alt,M,Weinfelden TG,TG06,QNPX,362_Vergleichstext_Lesesprache_alt_M_Weinfelden_TG06_QNPX.wav
1184,5,100,Bonbon,Gu(u)zli,alt,M,Mels SG,SG06,TIBR,100_Bonbon_Gu(u)zli_alt_M_Mels_SG06_TIBR.wav
1185,6,108,Sommersprossen,Summersprosse,alt,W,Frauenfeld TG,TG04,ACBR,108_Sommersprossen_Summersprosse_alt_W_Frauenfeld_TG04_ACBR.wav
1186,4,60,Löwenzahn,Wägluege,alt,M,Rafz ZH,ZH05,DQIU,060_Löwenzahn_Wägluege_alt_M_Rafz_ZH05_DQIU.wav
1187,9,192,heuen,ööw,jung,M,Jaun FR,FR04,QOST,192_heuen_ööw_jung_M_Jaun_FR04_QOST.wav
1188,4,72,schaukeln,reit(l)e,jung,M,Frutigen BE,BE09,KBMJ,072_schaukeln_reit(l)e_jung_M_Frutigen_BE09_KBMJ.wav
1189,7,140,Schlittschuh laufen,schlittschuene,alt,M,Saanen-Gstaad BE,BE20,FRBT,140_Schlittschuh laufen_schlittschuene_alt_M_Saanen-Gstaad_BE20_FRBT.wav
1190,2,32,etwas,näbis,jung,W,Appenzell AI,AI01,TRDS,032_etwas_näbis_jung_W_Appenzell_AI01_TRDS.wav
1191,10,238,Zins,ei,alt,W,Willisau LU,LU06,CWHJ,238_Zins_ei_alt_W_Willisau_LU06_CWHJ.wav
1192,5,104,Schoggistängeli,Tschiggolatschi,jung,W,Bosco Gurin TI,TI01,FVIK,104_Schoggistängeli_Tschiggolatschi_jung_W_Bosco Gurin_TI01_FVIK.wav
1193,2,34,jemand,epper(t),alt,W,Meiringen BE,BE17,XVXT,034_jemand_epper(t)_alt_W_Meiringen_BE17_XVXT.wav
1194,6,112,Dutt,Bürzi,jung,W,Spiez Faulensee BE,BE08,UDTD,112_Dutt_Bürzi_jung_W_Spiez Faulensee_BE08_UDTD.wav
1195,5,100,Bonbon,Guezi,alt,M,Düdingen FR,FR01,MQDQ,100_Bonbon_Guezi_alt_M_Düdingen_FR01_MQDQ.wav
1196,17,318,Pult,das,jung,W,Marbach LU,LU03,AISI,318_Pult_das_jung_W_Marbach_LU03_AISI.wav
1197,0,362,Vergleichstext,Lesesprache,jung,W,Sursee LU,LU04,ISEJ,362_Vergleichstext_Lesesprache_jung_W_Sursee_LU04_ISEJ.wav
1198,17,304,"zwei Männer, Frauen, Kinder",zwei Formen in anderer Verteilung,jung,M,Lauterbrunnen BE,BE16,XQYH,"304_zwei Männer, Frauen, Kinder_zwei Formen in anderer Verteilung_jung_M_Lauterbrunnen_BE16_XQYH.wav"
1199,9,194,vier,iä,jung,W,Unterschächen UR,UR03,FIBD,194_vier_iä_jung_W_Unterschächen_UR03_FIBD.wav
1200,13,268,gebracht,proocht,jung,W,Oensingen SO,SO02,ZFMD,268_gebracht_proocht_jung_W_Oensingen_SO02_ZFMD.wav
1201,0,362,Vergleichstext,Lesesprache,jung,W,Schiers GR,GR06,BYRX,362_Vergleichstext_Lesesprache_jung_W_Schiers_GR06_BYRX.wav
1202,9,180,bauen,uww,alt,W,Zermatt VS,VS11,IJMG,180_bauen_uww_alt_W_Zermatt_VS11_IJMG.wav
1203,7,130,Ohrfeige,Ohrfiige±,jung,W,Stans + Oberdorf NW,NW01,LAOE,130_Ohrfeige_Ohrfiige±_jung_W_Stans + Oberdorf_NW01_LAOE.wav
1204,2,26,schau,gsich,alt,W,Blatten VS,VS01,IDFP,026_schau_gsich_alt_W_Blatten_VS01_IDFP.wav
1205,7,124,Glasmurmeln,Chügeli,jung,M,Ebnat-Kappel SG,SG02,IPJN,124_Glasmurmeln_Chügeli_jung_M_Ebnat-Kappel_SG02_IPJN.wav
1206,2,26,schau,lue,alt,M,Burgdorf BE,BE07,SXMH,026_schau_lue_alt_M_Burgdorf_BE07_SXMH.wav
1207,14,284,Hündchen,Hun(d)ji,alt,W,Saas-Grund VS,VS05,QDBA,284_Hündchen_Hun(d)ji_alt_W_Saas-Grund_VS05_QDBA.wav
1208,10,228,gern,re,alt,M,Muotathal SZ,SZ03,AOLG,228_gern_re_alt_M_Muotathal_SZ03_AOLG.wav
1209,9,174,Maus,ui,jung,W,Blatten VS,VS01,GOLW,174_Maus_ui_jung_W_Blatten_VS01_GOLW.wav
1210,2,30,nichts,nit,jung,M,Bosco Gurin TI,TI01,UPAW,030_nichts_nit_jung_M_Bosco Gurin_TI01_UPAW.wav
1211,9,190,Frauen,ou,jung,W,Sumiswald BE,BE22,BLZL,190_Frauen_ou_jung_W_Sumiswald_BE22_BLZL.wav
1212,2,42,hinauf,u(u)fe,alt,M,Bauma + Saland ZH,ZH01,KOQB,042_hinauf_u(u)fe_alt_M_Bauma + Saland_ZH01_KOQB.wav
1213,17,306,"drei Männer, Frauen, Kinder",drei drei drei,alt,M,Chur + Masans GR,GR01,BLBZ,"306_drei Männer, Frauen, Kinder_drei drei drei_alt_M_Chur + Masans_GR01_BLBZ.wav"
1214,5,96,Brotanschnitt,Bödel(i),jung,W,Linthal-Auen GL,GL01,MJKM,096_Brotanschnitt_Bödel(i)_jung_W_Linthal-Auen_GL01_MJKM.wav
1215,4,70,Zaun,Zuu,jung,M,Vättis SG,SG11,BHBK,070_Zaun_Zuu_jung_M_Vättis_SG11_BHBK.wav
1216,9,162,Abend (Vokal),òò,jung,M,Menziken AG,AG06,JEUB,162_Abend (Vokal)_òò_jung_M_Menziken_AG06_JEUB.wav
1217,4,66,Pfütze,Glutta,alt,W,Zermatt VS,VS11,IJMG,066_Pfütze_Glutta_alt_W_Zermatt_VS11_IJMG.wav
1218,4,80,Kochschürze,Schäibe,alt,W,Stans + Oberdorf NW,NW01,ESTD,080_Kochschürze_Schäibe_alt_W_Stans + Oberdorf_NW01_ESTD.wav
1219,3,46,Küken,Bibi(i)li,alt,W,Meiringen BE,BE17,XVXT,046_Küken_Bibi(i)li_alt_W_Meiringen_BE17_XVXT.wav
1220,14,288,Spitznamen,das Luki,alt,M,Simplon-Dorf VS,VS07,IXXR,288_Spitznamen_das Luki_alt_M_Simplon-Dorf_VS07_IXXR.wav
1221,2,32,etwas,näbis,alt,W,Appenzell AI,AI01,SSZQ,032_etwas_näbis_alt_W_Appenzell_AI01_SSZQ.wav
1222,13,256,ich komme,chumu,alt,M,Saas-Grund VS,VS05,AMHY,256_ich komme_chumu_alt_M_Saas-Grund_VS05_AMHY.wav
1223,6,120,Baby,Busch(el)i,alt,M,Reigoldswil BL,BL05,BPSH,120_Baby_Busch(el)i_alt_M_Reigoldswil_BL05_BPSH.wav
1224,18,328,gehen lassen,la gaa glaa,alt,M,Vals GR,GR09,OYUZ,328_gehen lassen_la gaa glaa_alt_M_Vals_GR09_OYUZ.wav
1225,10,232,finden,nn,jung,W,Turtmann VS,VS09,DNOS,232_finden_nn_jung_W_Turtmann_VS09_DNOS.wav
1226,2,26,schau,lotz,alt,M,Simplon-Dorf VS,VS07,IXXR,026_schau_lotz_alt_M_Simplon-Dorf_VS07_IXXR.wav
1227,9,164,Abend (Endung),-bet,alt,W,Grabs SG,SG05,FAPZ,164_Abend (Endung)_-bet_alt_W_Grabs_SG05_FAPZ.wav
1228,5,98,Butter,Aiche,jung,M,Blatten VS,VS01,STGG,098_Butter_Aiche_jung_M_Blatten_VS01_STGG.wav
1229,10,225,Sohle,Sole,alt,M,Sumiswald BE,BE22,EYLY,225_Sohle_Sole_alt_M_Sumiswald_BE22_EYLY.wav
1229,10,225,Sohle,Sole,alt,M,Sumiswald BE,BE22,EYLY,225_Sohle_Sole_alt_M_Sumiswald_BE22_EYLY.wav
1230,6,112,Dutt,Bommel,jung,M,Basel BS,BS01,XXCT,112_Dutt_Bommel_jung_M_Basel_BS01_XXCT.wav
1231,7,124,Glasmurmeln,Chlückerli±,jung,W,Reigoldswil BL,BL05,WVTO,124_Glasmurmeln_Chlückerli±_jung_W_Reigoldswil_BL05_WVTO.wav
1232,5,86,Rande,Randig,alt,W,Diepoldsau SG,SG01,EAVK,086_Rande_Randig_alt_W_Diepoldsau_SG01_EAVK.wav
1233,3,58,Schmetterling,Fliggholtere±,alt,M,Altdorf UR,UR01,EVQN,058_Schmetterling_Fliggholtere±_alt_M_Altdorf_UR01_EVQN.wav
1234,2,42,hinauf,u(u)che±,jung,W,Ins BE,BE12,IXKM,042_hinauf_u(u)che±_jung_W_Ins_BE12_IXKM.wav
1235,10,240,trinken,tringge,jung,M,Glarus GL,GL02,XEKM,240_trinken_tringge_jung_M_Glarus_GL02_XEKM.wav
1236,5,88,Zwiebel,Zwi(i)b(e)le,jung,W,Zürich ZH,ZH07,GDJE,088_Zwiebel_Zwi(i)b(e)le_jung_W_Zürich_ZH07_GDJE.wav
1237,10,240,trinken,trieche,jung,W,Bosco Gurin TI,TI01,FVIK,240_trinken_trieche_jung_W_Bosco Gurin_TI01_FVIK.wav
1238,4,62,begiessen,füechte,alt,W,Schwarzenburg BE,BE21,ROYT,062_begiessen_füechte_alt_W_Schwarzenburg_BE21_ROYT.wav
1239,2,26,schau,lotz,jung,W,Simplon-Dorf VS,VS07,CLBF,026_schau_lotz_jung_W_Simplon-Dorf_VS07_CLBF.wav
1240,4,66,Pfütze,Gumpe,jung,M,Chur + Masans GR,GR01,IPMA,066_Pfütze_Gumpe_jung_M_Chur + Masans_GR01_IPMA.wav
1241,15,296,Der Geissbock ist wild,wildi,alt,W,Bosco Gurin TI,TI91,GJCI,296_Der Geissbock ist wild_wildi_alt_W_Bosco Gurin_TI91_GJCI.wav
1242,6,110,Quetschfleck,Blääbele±,jung,W,Glarus GL,GL02,KXNF,110_Quetschfleck_Blääbele±_jung_W_Glarus_GL02_KXNF.wav
1243,13,264,sein (Plural),sind sit sind,jung,W,Vals GR,GR09,KVYN,264_sein (Plural)_sind sit sind_jung_W_Vals_GR09_KVYN.wav
1244,6,112,Dutt,Wurgeli,jung,W,Unterschächen UR,UR03,FIBD,112_Dutt_Wurgeli_jung_W_Unterschächen_UR03_FIBD.wav
1245,4,64,Giesskanne,Sprützchante,jung,M,Igis GR,GR04,HVLO,064_Giesskanne_Sprützchante_jung_M_Igis_GR04_HVLO.wav
1246,18,322,Mirjams Hut,der Mirjam Hüet,jung,W,Bosco Gurin TI,TI01,FVIK,322_Mirjams Hut_der Mirjam Hüet_jung_W_Bosco Gurin_TI01_FVIK.wav
1247,20,340,Grussformeln (mittags),Salü,alt,M,Interlaken Unterseen BE,BE24,MCQO,340_Grussformeln (mittags)_Salü_alt_M_Interlaken Unterseen_BE24_MCQO.wav
1248,2,32,etwas,appas appus,alt,W,Zermatt VS,VS11,IJMG,032_etwas_appas appus_alt_W_Zermatt_VS11_IJMG.wav
1249,7,132,kneifen,zwenggu,alt,M,Simplon-Dorf VS,VS07,SFSY,132_kneifen_zwenggu_alt_M_Simplon-Dorf_VS07_SFSY.wav
1250,10,242,Patrick,Patrick,jung,W,Mels SG,SG06,XNAU,242_Patrick_Patrick_jung_W_Mels_SG06_XNAU.wav
1251,9,176,Mäuse,ii,jung,M,Blatten VS,VS01,STGG,176_Mäuse_ii_jung_M_Blatten_VS01_STGG.wav
1252,5,86,Rande,(roote) Räät(e)rich Reet(e)rich,jung,W,Saanen-Gstaad BE,BE20,SLLT,086_Rande_(roote) Räät(e)rich Reet(e)rich_jung_W_Saanen-Gstaad_BE20_SLLT.wav
1253,9,180,bauen,au,alt,W,Wil SG,SG12,YMTU,180_bauen_au_alt_W_Wil_SG12_YMTU.wav
1254,14,282,"Fliege, Sonne, Kerze, Brücke","Fliege, Sonne, Kerze, Brück",jung,M oder W,Verschiedene Orte Ve,Verschiedene Kantone,Verschiedene Personen,"282_Fliege, Sonne, Kerze, Brücke_Fliege, Sonne, Kerze, Brück_jung_M oder W_Verschiedene Orte_Verschiedene Kantone_Verschiedene Personen.wav"
1255,11,248,Militär,MIlitär,jung,M,Saas-Grund VS,VS05,GXEB,248_Militär_MIlitär_jung_M_Saas-Grund_VS05_GXEB.wav
1256,4,80,Kochschürze,Fürtuch,alt,M,Düdingen FR,FR01,DUGA,080_Kochschürze_Fürtuch_alt_M_Düdingen_FR01_DUGA.wav
1257,5,92,Rösti,Rööschti±,jung,M,Zürich ZH,ZH07,FNVT,092_Rösti_Rööschti±_jung_M_Zürich_ZH07_FNVT.wav
1258,2,38,in-zu,uf de Forch,alt,M,Maur ZH,ZH04,CJRU,038_in-zu_uf de Forch_alt_M_Maur_ZH04_CJRU.wav
1259,7,128,Kuss,Schmutz Schmütz(e)li,jung,W,Altdorf UR,UR01,VQVH,128_Kuss_Schmutz Schmütz(e)li_jung_W_Altdorf_UR01_VQVH.wav
1260,7,126,Kosewort,Schatz,alt,M,Maur ZH,ZH04,CJRU,126_Kosewort_Schatz_alt_M_Maur_ZH04_CJRU.wav
1261,20,340,Grussformeln (mittags),Hoi,jung,M,Vättis SG,SG11,BHBK,340_Grussformeln (mittags)_Hoi_jung_M_Vättis_SG11_BHBK.wav
1262,9,204,Schwester,Schwoscht,jung,W,Thun BE,BE23,EVCN,204_Schwester_Schwoscht_jung_W_Thun_BE23_EVCN.wav
1263,9,198,Füsse,üe,alt,W,Brugg AG,AG03,LHHT,198_Füsse_üe_alt_W_Brugg_AG03_LHHT.wav
1264,5,100,Bonbon,Bombom±,alt,M,Reckingen VS,VS04,ORGN,100_Bonbon_Bombom±_alt_M_Reckingen_VS04_ORGN.wav
1265,18,328,gehen lassen,glaa la gaa±,alt,M,Hospental UR,UR02,RLFX,328_gehen lassen_glaa la gaa±_alt_M_Hospental_UR02_RLFX.wav
1266,6,116,Schnupfen,Schnüderi,alt,W,Rheinwald Hinterrhein GR,GR10,CXYK,116_Schnupfen_Schnüderi_alt_W_Rheinwald Hinterrhein_GR10_CXYK.wav
1267,7,124,Glasmurmeln,Marfle,jung,W,Visp VS,VS10,CICD,124_Glasmurmeln_Marfle_jung_W_Visp_VS10_CICD.wav
1268,20,346,Grussformeln beim Wandern,Salü,alt,W,Zermatt VS,VS11,IJMG,346_Grussformeln beim Wandern_Salü_alt_W_Zermatt_VS11_IJMG.wav
1269,5,84,Heidelbeere,Heidelbe(e)r(i),jung,M,Mels SG,SG06,HGYK,084_Heidelbeere_Heidelbe(e)r(i)_jung_M_Mels_SG06_HGYK.wav
